0,Alabama,32.377716,-86.300568
0,Alaska,58.301598,-134.420212
0,Arizona,33.448143,-112.096962
0,Arkansas,34.746613,-92.288986
0,California,38.576668,-121.493629
0,Colorado,39.739227,-104.984856
0,Connecticut,41.764046,-72.682198
0,Delaware,39.157307,-75.519722
0,Hawaii,21.307442,-157.857376
0,Florida,30.438118,-84.281296
0,Georgia,33.749027,-84.388229
0,Idaho,43.617775,-116.199722
0,Illinois,39.798363,-89.654961
0,Indiana,39.768623,-86.162643
0,Iowa,41.591087,-93.603729
0,Kansas,39.048191,-95.677956
0,Kentucky,38.186722,-84.875374
0,Louisiana,30.457069,-91.187393
0,Maine,44.307167,-69.781693
0,Maryland,38.978764,-76.490936
0,Massachusetts,42.358162,-71.063698
0,Michigan,42.733635,-84.555328
0,Minnesota,44.955097,-93.102211
0,Mississippi,32.303848,-90.182106
0,Missouri,38.579201,-92.172935
0,Montana,46.585709,-112.018417
0,Nebraska,40.808075,-96.699654
0,Nevada,39.163914,-119.766121
0,New Hampshire,43.206898,-71.537994
0,New Jersey,40.220596,-74.769913
0,New Mexico,35.68224,-105.939728
0,North Carolina,35.78043,-78.639099
0,North Dakota,46.82085,-100.783318
0,New York,42.652843,-73.757874
0,Ohio,39.961346,-82.999069
0,Oklahoma,35.492207,-97.503342
0,Oregon,44.938461,-123.030403
0,Pennsylvania,40.264378,-76.883598
0,Rhode Island,41.830914,-71.414963
0,South Carolina,34.000343,-81.033211
0,South Dakota,44.367031,-100.346405
0,Tennessee,36.16581,-86.784241
0,Texas,30.27467,-97.740349
0,Utah,40.777477,-111.888237
0,Vermont,44.262436,-72.580536
0,Virginia,37.538857,-77.43364
0,Washington,47.035805,-122.905014
0,West Virginia,38.336246,-81.612328
0,Wisconsin,43.074684,-89.384445
0,Wyoming,41.140259,-104.820236